11216,17
11216,34
11216,47
11216,59
11216,45
11216,23
11216,16
11216,11
11216,11
11216,12
11216,11
11216,14
11216,20
11216,13
11216,9
11216,10
11216,30
11216,17
11216,12
11216,13
11216,13
11216,16
11216,12
11216,14
11216,13
11216,10
11216,14
11216,13
11216,13
11216,15
11216,20
11216,23
11216,20
11216,13
11216,5
11216,7
11216,12
11216,7
11216,11
11216,15
11216,17
11216,23
11216,11
11216,15
11216,22
11216,12
11216,24
11216,8
11216,13
11216,14
11216,23
11216,24
11216,10
11216,12
11216,9
11216,10
11216,9
11216,9
11216,12
11216,9
11216,9
11216,16
11216,20
11216,15
11216,9
11216,16
11216,12
11216,19
11216,20
11216,16
11216,19
11216,20
11216,20
11216,30
11216,20
11216,24
11216,19
11216,24
11216,16
11216,23
11216,13
11216,14
11216,8
11216,16
11216,16
11216,17
11216,9
11216,18
11216,17
11216,15
11216,13
11216,22
11216,12
11216,8
11216,22
11216,21
11216,12
11216,7
11216,19
11216,14
45084,10
45101,10
43777,6
45660,7
75837,11
85776,8
53112,8
11278,7
4424,7
70330,4
72875,7
29216,7
70534,8
99269,6
